file_name,detected_text,confidence,center_coordinates,azimuth
GS__1440.JPG,امام,0.3963719015398431,"(4675, 1403)",240.74999999999997
GS__1440.JPG,Pقلآ,0.0108409970998764,"(5537, 1734)",318.33
GS__1440.JPG,پردبنانی ر ٣ِ -,0.1728366594531585,"(4765, 1538)",248.85000000000002
GS__1440.JPG,ژاسام زُسان ',0.4606076474848129,"(4753, 1560)",247.77
GS__1440.JPG,فا,0.0420227554856285,"(4816, 1720)",253.44
GS__1440.JPG,,0.0,"(2451, 2368)",40.59
GS__1441.JPG,<,0.2492856724892966,"(2956, 2216)",86.03999999999999
GS__1442.JPG,,0.0,"(2459, 2367)",41.31
GS__1442.JPG,,0.0,"(1631, 2459)",326.79
GS__1443.JPG,-[.؟١-1,0.0318094019010855,"(3424, 1080)",128.16
GS__1443.JPG,اار زئلی ز٨,0.0173474604512235,"(3478, 1075)",133.02
GS__1443.JPG,ازا حظظ راو8 کی رای نبد,0.0117904693667409,"(3469, 1042)",132.21
GS__1443.JPG,اخان خراحان ر,0.1744728980414497,"(3473, 1104)",132.57000000000002
GS__1444.JPG,٥؛٨,0.1359205125646216,"(5467, 1538)",312.03000000000003
GS__1446.JPG,تffffة٥آ5,0.0222070607130454,"(3404, 1561)",126.35999999999999
GS__1446.JPG,f,0.5794845310270489,"(4186, 1572)",196.74
GS__1447.JPG,5,0.0641612127080302,"(1624, 2447)",326.15999999999997
GS__1447.JPG,200(4,0.0234532130061577,"(3610, 1328)",144.9
GS__1447.JPG,/,0.2426073085770221,"(3577, 2241)",141.93
GS__1447.JPG,=,0.1630666996495131,"(2465, 2361)",41.85
GS__1448.JPG,چ,0.3765697169137105,"(4029, 373)",182.60999999999999
GS__1448.JPG,,0.0,"(2513, 2371)",46.17
GS__1448.JPG,٥ac٤,0.0251559000462293,"(4925, 1514)",263.25
GS__1449.JPG,7,0.3827029195192075,"(1635, 2454)",327.15
GS__1449.JPG,,0.0,"(2551, 2348)",49.59
GS__1450.JPG,,0.0,"(1624, 2474)",326.15999999999997
GS__1451.JPG,[EMfT,0.0407219323268095,"(3653, 1585)",148.77
GS__1451.JPG,7,0.7268395205983893,"(1644, 2463)",327.96
GS__1451.JPG,0303?9,0.0168723690441423,"(4752, 1411)",247.67999999999998
GS__1451.JPG,لاتا .,0.0483689292760038,"(4709, 1428)",243.81
